complaint_id,issue_type,description,latitude,longitude,location_name,reported_at,resolved_at,status,repeat_count,unsafe_flag
C2353,garbage,Issue related to road reported near Academic Block,26.852879,80.95037,Academic Block,2024-02-02,2024-01-21,open,1,0
C2354,light,Issue related to garbage reported near Hostel B,26.847619,80.947046,Hostel A,2024-02-22,,resolved,3,0
C2355,garbage,Issue related to leakage reported near Academic Block,26.841091,80.944681,Academic Block,2024-02-06,2024-03-22,resolved,3,1
C2356,light,Issue related to light reported near Library,26.851989,80.940996,Library,2024-06-12,2024-04-26,open,2,1
C2357,light,Issue related to road reported near Canteen,26.858048,80.94537,Canteen,2024-03-10,2024-02-17,open,8,0
C2358,garbage,Issue related to electricity reported near Academic Block,26.847664,80.953085,Canteen,2024-05-13,,resolved,5,0
C2359,road,Issue related to garbage reported near Academic Block,26.844327,80.950672,Hostel C,2024-04-25,2024-06-18,open,1,1
C2360,light,Issue related to leakage reported near Canteen,26.848852,80.958881,Academic Block,2024-04-15,2024-06-05,open,2,0
C2361,garbage,Issue related to light reported near Hostel A,26.840967,80.947926,Hostel B,2024-03-02,2024-02-01,resolved,1,0
C2362,light,Issue related to electricity reported near Academic Block,26.85641,80.953877,Hostel A,2024-02-14,2024-03-30,resolved,6,1
C2363,leakage,Issue related to leakage reported near Hostel C,26.856527,80.949786,Hostel B,2024-06-05,2024-06-07,resolved,9,1
C2364,road,Issue related to garbage reported near Hostel C,26.85176,80.950252,Hostel B,2024-06-26,2024-01-03,resolved,7,0
C2365,hygiene,Issue related to leakage reported near Hostel C,26.847062,80.945355,Academic Block,2024-01-10,,resolved,5,1
C2366,light,Issue related to leakage reported near Academic Block,26.855996,80.949099,Hostel A,2024-06-01,2024-02-02,resolved,3,0
C2367,leakage,Issue related to electricity reported near Canteen,26.851094,80.949416,Hostel C,2024-02-16,,open,8,0
C2368,hygiene,Issue related to garbage reported near Hostel B,26.856519,80.954133,Hostel B,2024-05-07,,open,4,1
C2369,hygiene,Issue related to light reported near Hostel C,26.852629,80.958813,Hostel A,2024-06-05,,open,9,0
C2370,light,Issue related to electricity reported near Academic Block,26.855688,80.946586,Hostel C,2024-01-23,2024-02-10,resolved,5,1
C2371,garbage,Issue related to leakage reported near Hostel C,26.851971,80.940844,Hostel B,2024-06-09,,resolved,6,1
C2372,light,Issue related to electricity reported near Academic Block,26.848283,80.949926,Hostel A,2024-03-18,,open,5,0
C2373,leakage,Issue related to road reported near Canteen,26.859159,80.950889,Academic Block,2024-03-30,2024-01-09,open,7,1
C2374,hygiene,Issue related to garbage reported near Hostel B,26.850822,80.943369,Canteen,2024-04-17,,open,7,0
C2375,light,Issue related to hygiene reported near Hostel B,26.852102,80.955209,Canteen,2024-01-02,,resolved,1,1
C2376,garbage,Issue related to hygiene reported near Canteen,26.84441,80.959699,Hostel B,2024-05-22,2024-02-03,open,2,0
C2377,light,Issue related to hygiene reported near Library,26.852513,80.958915,Hostel B,2024-03-01,,open,7,1
C2378,road,Issue related to leakage reported near Hostel A,26.851432,80.943942,Hostel A,2024-02-19,2024-01-25,open,8,0
C2379,garbage,Issue related to road reported near Hostel B,26.843697,80.957507,Canteen,2024-01-31,,resolved,4,0
C2380,leakage,Issue related to garbage reported near Hostel C,26.841192,80.95409,Hostel B,2024-05-15,2024-03-17,open,6,1
C2381,hygiene,Issue related to electricity reported near Library,26.852087,80.949077,Hostel C,2024-01-25,2024-05-07,open,3,0
C2382,light,Issue related to hygiene reported near Hostel B,26.855274,80.950812,Hostel B,2024-06-07,2024-04-13,resolved,7,0
C2383,garbage,Issue related to road reported near Library,26.850468,80.956992,Canteen,2024-04-02,2024-03-06,resolved,3,0
C2384,road,Issue related to garbage reported near Hostel B,26.844535,80.949603,Library,2024-05-18,,resolved,7,0
C2385,garbage,Issue related to light reported near Hostel B,26.85333,80.947464,Canteen,2024-05-09,2024-07-03,resolved,8,0
C2386,electricity,Issue related to garbage reported near Hostel B,26.841602,80.949865,Hostel C,2024-02-26,,resolved,3,0
C2387,road,Issue related to garbage reported near Academic Block,26.848837,80.951583,Hostel A,2024-04-28,,open,2,1
C2388,leakage,Issue related to garbage reported near Hostel C,26.843267,80.943782,Hostel C,2024-06-09,2024-07-16,open,6,1
C2389,hygiene,Issue related to electricity reported near Hostel B,26.843689,80.958018,Library,2024-06-17,2024-02-13,resolved,4,1
C2390,leakage,Issue related to leakage reported near Hostel C,26.844046,80.953484,Library,2024-02-23,2024-07-04,resolved,8,1
C2391,light,Issue related to hygiene reported near Library,26.847734,80.952665,Hostel B,2024-03-11,2024-04-25,resolved,2,0
C2392,garbage,Issue related to hygiene reported near Canteen,26.841023,80.94199,Hostel B,2024-01-14,2024-07-11,resolved,4,0
C2393,electricity,Issue related to garbage reported near Canteen,26.847956,80.952083,Canteen,2024-02-19,,open,2,1
C2394,road,Issue related to garbage reported near Hostel B,26.850234,80.942419,Academic Block,2024-01-29,,open,2,0
C2395,road,Issue related to leakage reported near Academic Block,26.849666,80.941574,Hostel C,2024-02-08,,resolved,2,1
C2396,garbage,Issue related to road reported near Academic Block,26.847656,80.950546,Canteen,2024-06-24,,resolved,1,0
C2397,electricity,Issue related to light reported near Academic Block,26.856783,80.948056,Academic Block,2024-05-01,,resolved,4,0
C2398,garbage,Issue related to road reported near Library,26.842907,80.951776,Canteen,2024-05-07,,resolved,2,1
C2399,light,Issue related to leakage reported near Hostel C,26.850114,80.941784,Library,2024-02-15,2024-01-18,open,9,0
C2400,leakage,Issue related to light reported near Hostel C,26.841241,80.94862,Hostel B,2024-02-10,2024-01-10,resolved,9,1
C2401,road,Issue related to electricity reported near Canteen,26.841423,80.943496,Hostel B,2024-06-20,2024-03-06,resolved,7,1
C2402,light,Issue related to garbage reported near Hostel C,26.851477,80.959742,Canteen,2024-01-12,2024-03-17,open,6,1
C2403,leakage,Issue related to garbage reported near Academic Block,26.85132,80.951223,Hostel B,2024-01-14,2024-06-15,resolved,3,0
C2404,light,Issue related to garbage reported near Hostel B,26.857561,80.953749,Hostel A,2024-06-14,2024-05-16,open,7,0
C2405,electricity,Issue related to road reported near Hostel B,26.851157,80.946508,Canteen,2024-04-03,,resolved,1,1
C2406,road,Issue related to light reported near Canteen,26.859196,80.941895,Library,2024-03-13,,resolved,9,0
C2407,garbage,Issue related to light reported near Canteen,26.840974,80.959517,Canteen,2024-02-23,,open,4,1
C2408,garbage,Issue related to light reported near Hostel C,26.84196,80.945725,Canteen,2024-04-21,,resolved,6,1
C2409,leakage,Issue related to electricity reported near Academic Block,26.840881,80.948476,Hostel B,2024-03-05,2024-04-02,open,6,0
C2410,hygiene,Issue related to road reported near Hostel A,26.843706,80.952997,Library,2024-03-26,,open,3,1
C2411,electricity,Issue related to electricity reported near Hostel A,26.850825,80.940494,Canteen,2024-06-06,,open,4,0
C2412,leakage,Issue related to hygiene reported near Hostel B,26.852911,80.956205,Hostel B,2024-04-26,,resolved,3,0
C2413,hygiene,Issue related to electricity reported near Hostel B,26.840912,80.950732,Hostel C,2024-01-12,,resolved,6,0
C2414,light,Issue related to road reported near Hostel A,26.858919,80.945564,Library,2024-01-27,,open,1,1
C2415,electricity,Issue related to light reported near Hostel C,26.856843,80.941232,Academic Block,2024-01-14,,resolved,8,1
C2416,light,Issue related to road reported near Hostel C,26.845932,80.94325,Hostel A,2024-05-17,2024-07-03,resolved,8,0
C2417,road,Issue related to electricity reported near Canteen,26.841544,80.957901,Academic Block,2024-02-15,,resolved,9,0
C2418,electricity,Issue related to electricity reported near Hostel C,26.843398,80.95372,Library,2024-02-10,2024-03-24,open,6,1
C2419,hygiene,Issue related to hygiene reported near Academic Block,26.842539,80.944998,Canteen,2024-01-08,2024-05-24,open,1,0
C2420,road,Issue related to leakage reported near Academic Block,26.842466,80.941312,Hostel B,2024-05-04,,resolved,3,0
C2421,garbage,Issue related to leakage reported near Hostel B,26.850371,80.953812,Library,2024-05-11,,open,1,1
C2422,hygiene,Issue related to hygiene reported near Hostel C,26.844917,80.951448,Hostel A,2024-01-30,,resolved,5,1
C2423,leakage,Issue related to electricity reported near Library,26.847163,80.94809,Library,2024-01-19,,resolved,3,1
C2424,garbage,Issue related to road reported near Academic Block,26.85979,80.947272,Hostel B,2024-03-01,2024-07-03,resolved,2,0
C2425,garbage,Issue related to road reported near Hostel A,26.853686,80.944336,Academic Block,2024-04-23,2024-06-21,open,3,1
C2426,leakage,Issue related to garbage reported near Library,26.85898,80.953392,Hostel C,2024-05-31,,open,9,1
C2427,electricity,Issue related to electricity reported near Hostel C,26.842851,80.959413,Academic Block,2024-05-28,2024-04-18,resolved,8,1
C2428,garbage,Issue related to road reported near Canteen,26.847643,80.943514,Hostel B,2024-03-24,2024-04-22,open,3,1
C2429,hygiene,Issue related to road reported near Library,26.851095,80.951942,Hostel B,2024-04-17,,resolved,2,1
C2430,road,Issue related to leakage reported near Hostel C,26.841535,80.948484,Hostel A,2024-02-20,,open,5,1
C2431,garbage,Issue related to electricity reported near Hostel A,26.840084,80.948934,Library,2024-06-22,,open,1,1
C2432,hygiene,Issue related to hygiene reported near Hostel A,26.853409,80.945083,Library,2024-03-24,2024-05-08,open,4,0
C2433,light,Issue related to leakage reported near Hostel C,26.852836,80.956503,Academic Block,2024-02-28,,resolved,8,1
C2434,hygiene,Issue related to electricity reported near Hostel C,26.848216,80.949705,Hostel C,2024-01-29,,resolved,1,0
C2435,road,Issue related to leakage reported near Hostel C,26.849793,80.950868,Hostel C,2024-03-24,,resolved,5,0
C2436,hygiene,Issue related to electricity reported near Canteen,26.848309,80.946095,Hostel A,2024-02-28,2024-06-03,open,4,1
C2437,leakage,Issue related to electricity reported near Hostel C,26.84048,80.943636,Hostel B,2024-01-26,,resolved,6,0
C2438,road,Issue related to light reported near Hostel B,26.846707,80.941718,Hostel A,2024-03-01,,resolved,7,1
C2439,electricity,Issue related to road reported near Hostel B,26.843542,80.954282,Library,2024-04-15,2024-03-14,resolved,9,0
C2440,light,Issue related to garbage reported near Library,26.841968,80.943925,Canteen,2024-02-21,,resolved,1,1
C2441,leakage,Issue related to hygiene reported near Canteen,26.859134,80.953802,Canteen,2024-04-06,2024-05-28,open,4,0
C2442,electricity,Issue related to leakage reported near Canteen,26.851987,80.947808,Canteen,2024-02-26,2024-04-29,open,6,1
C2443,hygiene,Issue related to light reported near Canteen,26.854573,80.948315,Hostel B,2024-01-19,,resolved,7,1
C2444,road,Issue related to garbage reported near Canteen,26.846307,80.949384,Hostel A,2024-04-30,2024-04-14,open,7,0
C2445,light,Issue related to hygiene reported near Hostel C,26.847863,80.947354,Academic Block,2024-05-29,,open,8,0
C2446,leakage,Issue related to leakage reported near Academic Block,26.844738,80.942012,Library,2024-05-04,2024-05-16,open,8,1
C2447,electricity,Issue related to hygiene reported near Academic Block,26.841939,80.946193,Canteen,2024-01-14,,open,8,0
C2448,electricity,Issue related to electricity reported near Hostel A,26.843581,80.953275,Hostel C,2024-04-21,2024-01-19,open,8,1
C2449,light,Issue related to road reported near Canteen,26.85595,80.953316,Hostel A,2024-02-07,2024-04-17,resolved,8,0
C2450,hygiene,Issue related to road reported near Hostel B,26.853551,80.945724,Library,2024-02-25,2024-03-12,open,6,1
C2451,light,Issue related to leakage reported near Canteen,26.850939,80.949202,Library,2024-06-05,,resolved,9,0
C2452,electricity,Issue related to electricity reported near Hostel B,26.849502,80.943869,Hostel C,2024-04-26,,resolved,3,1
C2453,garbage,Issue related to electricity reported near Library,26.858449,80.944207,Hostel C,2024-02-15,,resolved,6,0
C2454,leakage,Issue related to electricity reported near Academic Block,26.841455,80.940461,Hostel C,2024-04-09,2024-05-07,open,5,1
C2455,light,Issue related to electricity reported near Hostel C,26.845612,80.957935,Canteen,2024-04-05,2024-04-11,open,8,0
C2456,electricity,Issue related to road reported near Hostel C,26.846999,80.944214,Canteen,2024-02-04,,open,4,1
C2457,hygiene,Issue related to light reported near Canteen,26.855649,80.944551,Hostel A,2024-04-27,2024-05-07,open,4,0
C2458,electricity,Issue related to road reported near Hostel B,26.85985,80.945592,Hostel C,2024-02-19,2024-02-02,resolved,5,0
C2459,hygiene,Issue related to leakage reported near Hostel A,26.844813,80.942548,Academic Block,2024-06-10,2024-06-08,resolved,6,1
C2460,light,Issue related to hygiene reported near Hostel B,26.857486,80.952785,Library,2024-04-01,,resolved,4,0
C2461,hygiene,Issue related to electricity reported near Hostel C,26.856612,80.941503,Hostel C,2024-03-10,,open,2,0
C2462,road,Issue related to electricity reported near Library,26.844493,80.942684,Library,2024-02-21,2024-02-06,resolved,2,1
C2463,road,Issue related to light reported near Canteen,26.847987,80.952895,Hostel B,2024-03-26,,resolved,3,1
C2464,road,Issue related to leakage reported near Canteen,26.848193,80.946793,Hostel B,2024-02-02,,resolved,2,1
C2465,garbage,Issue related to garbage reported near Hostel B,26.859564,80.954159,Hostel C,2024-01-09,2024-04-22,open,1,1
C2466,light,Issue related to leakage reported near Hostel B,26.843618,80.951148,Library,2024-06-26,,resolved,8,0
C2467,electricity,Issue related to electricity reported near Hostel C,26.855983,80.94512,Hostel B,2024-05-25,,resolved,5,0
C2468,electricity,Issue related to hygiene reported near Hostel C,26.846684,80.953017,Hostel C,2024-01-16,2024-04-05,open,1,0
C2469,garbage,Issue related to leakage reported near Hostel C,26.854617,80.942325,Library,2024-03-12,2024-05-18,resolved,9,1
C2470,hygiene,Issue related to road reported near Hostel C,26.8484,80.950728,Hostel C,2024-02-04,2024-06-26,open,8,0
C2471,garbage,Issue related to hygiene reported near Hostel A,26.851567,80.948743,Canteen,2024-01-29,2024-03-08,resolved,4,0
C2472,hygiene,Issue related to hygiene reported near Hostel A,26.856652,80.945357,Library,2024-04-29,2024-01-13,open,8,1
C2473,hygiene,Issue related to electricity reported near Library,26.856083,80.95208,Hostel B,2024-04-27,,open,7,0
C2474,leakage,Issue related to road reported near Library,26.857328,80.957427,Hostel C,2024-04-17,2024-01-21,open,7,0
C2475,electricity,Issue related to garbage reported near Academic Block,26.841192,80.959978,Hostel B,2024-02-13,,resolved,1,1
C2476,road,Issue related to light reported near Library,26.853841,80.952155,Hostel C,2024-03-28,2024-04-08,resolved,6,0
C2477,hygiene,Issue related to garbage reported near Canteen,26.8428,80.948094,Hostel A,2024-02-26,,open,4,1
C2478,leakage,Issue related to hygiene reported near Library,26.848316,80.944504,Hostel B,2024-03-16,,open,2,1
C2479,electricity,Issue related to leakage reported near Academic Block,26.850972,80.945142,Hostel B,2024-06-03,,open,7,0
C2480,road,Issue related to garbage reported near Hostel B,26.848055,80.949589,Academic Block,2024-02-10,2024-02-03,open,9,0
C2481,hygiene,Issue related to light reported near Hostel B,26.850392,80.947346,Canteen,2024-06-12,,open,5,0
C2482,hygiene,Issue related to leakage reported near Academic Block,26.859931,80.958276,Hostel B,2024-06-05,,open,8,1
C2483,garbage,Issue related to road reported near Academic Block,26.842704,80.947366,Library,2024-02-13,2024-04-16,open,5,1
C2484,garbage,Issue related to light reported near Hostel C,26.853509,80.947469,Hostel C,2024-05-27,2024-06-21,open,7,0
C2485,electricity,Issue related to electricity reported near Hostel B,26.84792,80.947671,Hostel A,2024-05-21,,open,7,0
C2486,road,Issue related to garbage reported near Academic Block,26.84266,80.956732,Library,2024-02-28,2024-05-28,open,9,1
C2487,hygiene,Issue related to leakage reported near Canteen,26.843175,80.953016,Library,2024-01-23,2024-05-06,open,3,0
C2488,electricity,Issue related to light reported near Hostel C,26.858985,80.952283,Library,2024-04-15,2024-03-24,open,1,0
C2489,electricity,Issue related to electricity reported near Hostel A,26.857592,80.946683,Library,2024-05-13,2024-05-04,resolved,2,1
C2490,light,Issue related to garbage reported near Academic Block,26.858141,80.956358,Hostel A,2024-05-05,,open,6,0
C2491,garbage,Issue related to leakage reported near Hostel B,26.859831,80.940767,Academic Block,2024-02-25,,resolved,9,0
C2492,road,Issue related to light reported near Library,26.844166,80.957416,Canteen,2024-05-31,,resolved,3,0
C2493,hygiene,Issue related to light reported near Academic Block,26.847109,80.950255,Hostel B,2024-05-01,,resolved,2,0
C2494,electricity,Issue related to garbage reported near Hostel B,26.853384,80.947965,Library,2024-04-28,2024-03-04,open,1,1
C2495,hygiene,Issue related to road reported near Academic Block,26.849676,80.949943,Hostel B,2024-03-12,2024-07-08,resolved,2,1
C2496,light,Issue related to electricity reported near Academic Block,26.848368,80.953348,Hostel B,2024-01-04,2024-06-27,open,3,1
C2497,road,Issue related to hygiene reported near Academic Block,26.847156,80.940255,Library,2024-04-19,,resolved,7,1
C2498,electricity,Issue related to hygiene reported near Academic Block,26.851876,80.957431,Academic Block,2024-03-04,2024-01-17,open,2,0
C2499,hygiene,Issue related to garbage reported near Hostel A,26.851512,80.948935,Hostel B,2024-03-04,,open,5,0
C2500,garbage,Issue related to road reported near Hostel B,26.843229,80.946859,Hostel C,2024-03-24,2024-04-30,resolved,2,0
C2501,light,Issue related to electricity reported near Hostel C,26.849435,80.942765,Hostel B,2024-04-21,2024-02-19,resolved,7,0
C2502,road,Issue related to garbage reported near Hostel C,26.851069,80.948789,Canteen,2024-05-28,2024-03-29,open,8,1
C2503,light,Issue related to road reported near Hostel B,26.851406,80.949926,Library,2024-02-26,,resolved,8,0
C2504,garbage,Issue related to garbage reported near Canteen,26.844202,80.948073,Hostel A,2024-05-31,2024-05-16,open,8,0
C2505,road,Issue related to garbage reported near Canteen,26.854845,80.953573,Hostel B,2024-02-08,2024-03-22,open,9,1
C2506,light,Issue related to electricity reported near Hostel B,26.840504,80.948418,Academic Block,2024-05-26,2024-03-21,open,1,1
C2507,leakage,Issue related to light reported near Canteen,26.847097,80.959228,Hostel C,2024-01-02,2024-06-17,resolved,1,1
C2508,garbage,Issue related to leakage reported near Hostel C,26.855604,80.951986,Hostel C,2024-04-16,,open,2,0
C2509,garbage,Issue related to light reported near Hostel A,26.851278,80.95615,Hostel A,2024-01-12,2024-02-04,open,6,1
C2510,garbage,Issue related to hygiene reported near Library,26.845223,80.942187,Canteen,2024-01-11,,open,1,0
C2511,leakage,Issue related to road reported near Hostel C,26.853899,80.947946,Hostel A,2024-04-30,,open,5,0
C2512,leakage,Issue related to light reported near Hostel A,26.851348,80.946737,Canteen,2024-05-09,2024-06-08,resolved,5,1
C2513,hygiene,Issue related to garbage reported near Hostel C,26.855925,80.95139,Hostel B,2024-01-09,2024-07-19,resolved,4,1
C2514,electricity,Issue related to leakage reported near Academic Block,26.854701,80.957222,Library,2024-04-18,2024-01-19,resolved,5,1
C2515,light,Issue related to electricity reported near Library,26.852202,80.941567,Academic Block,2024-05-15,,resolved,1,0
C2516,hygiene,Issue related to road reported near Library,26.849764,80.941451,Hostel C,2024-04-10,,open,6,0
C2517,light,Issue related to leakage reported near Academic Block,26.842664,80.957006,Hostel A,2024-05-02,,open,7,0
C2518,electricity,Issue related to electricity reported near Hostel B,26.845227,80.944257,Academic Block,2024-06-27,2024-06-15,open,8,1
C2519,leakage,Issue related to leakage reported near Academic Block,26.848382,80.953375,Canteen,2024-01-26,,open,2,0
C2520,electricity,Issue related to leakage reported near Hostel B,26.851986,80.950858,Library,2024-04-25,2024-01-29,open,7,0
C2521,leakage,Issue related to light reported near Academic Block,26.850274,80.956658,Hostel C,2024-05-06,2024-03-03,open,6,0
C2522,electricity,Issue related to garbage reported near Hostel B,26.845764,80.942502,Hostel C,2024-03-02,,resolved,9,0
C2523,hygiene,Issue related to light reported near Canteen,26.840129,80.942596,Canteen,2024-01-22,2024-03-10,open,8,1
C2524,road,Issue related to light reported near Hostel B,26.849925,80.951136,Library,2024-05-22,,open,4,0
C2525,hygiene,Issue related to electricity reported near Hostel A,26.845713,80.958928,Hostel C,2024-01-04,2024-04-26,open,9,1
C2526,light,Issue related to road reported near Library,26.854692,80.9483,Library,2024-06-26,,resolved,1,1
C2527,hygiene,Issue related to light reported near Hostel A,26.840479,80.946539,Hostel C,2024-04-14,,open,6,0
C2528,garbage,Issue related to leakage reported near Canteen,26.851697,80.952134,Hostel B,2024-02-25,2024-04-01,open,8,0
C2529,light,Issue related to electricity reported near Hostel A,26.858829,80.958609,Canteen,2024-02-03,2024-02-09,open,4,1
C2530,electricity,Issue related to hygiene reported near Canteen,26.843488,80.956739,Library,2024-04-01,,resolved,2,0
C2531,light,Issue related to leakage reported near Library,26.849433,80.95991,Academic Block,2024-03-16,2024-03-27,open,2,1
C2532,road,Issue related to road reported near Hostel A,26.841828,80.940451,Hostel B,2024-03-02,,open,1,0
C2533,leakage,Issue related to road reported near Hostel A,26.852514,80.942257,Academic Block,2024-06-14,,resolved,5,0
C2534,electricity,Issue related to electricity reported near Hostel A,26.851011,80.952189,Canteen,2024-01-24,,open,6,1
C2535,light,Issue related to electricity reported near Hostel A,26.848147,80.956412,Hostel C,2024-01-05,2024-07-07,resolved,4,0
C2536,electricity,Issue related to garbage reported near Canteen,26.850428,80.945705,Academic Block,2024-05-02,2024-02-20,open,4,1
C2537,electricity,Issue related to garbage reported near Academic Block,26.857931,80.944784,Hostel B,2024-06-20,,resolved,5,1
C2538,electricity,Issue related to hygiene reported near Academic Block,26.843926,80.95574,Library,2024-03-19,2024-06-02,open,5,0
C2539,leakage,Issue related to garbage reported near Library,26.840451,80.941128,Hostel A,2024-02-11,,open,9,1
C2540,hygiene,Issue related to leakage reported near Academic Block,26.857233,80.947388,Academic Block,2024-06-29,2024-05-13,resolved,8,0
C2541,electricity,Issue related to electricity reported near Hostel B,26.851542,80.950116,Hostel A,2024-04-27,2024-06-24,open,9,0
C2542,garbage,Issue related to light reported near Canteen,26.857813,80.951207,Canteen,2024-05-26,,open,3,0
C2543,road,Issue related to electricity reported near Canteen,26.851939,80.954572,Academic Block,2024-05-29,,resolved,3,1
C2544,leakage,Issue related to garbage reported near Hostel C,26.856203,80.947097,Academic Block,2024-01-07,,open,1,0
C2545,light,Issue related to hygiene reported near Canteen,26.848593,80.952254,Library,2024-04-26,,resolved,6,0
C2546,leakage,Issue related to garbage reported near Canteen,26.854997,80.951708,Hostel C,2024-04-28,2024-05-28,open,4,1
C2547,light,Issue related to road reported near Hostel C,26.858261,80.950952,Hostel B,2024-02-05,,resolved,8,1
C2548,leakage,Issue related to road reported near Library,26.851442,80.95281,Hostel B,2024-06-29,,open,2,1
C2549,light,Issue related to electricity reported near Hostel B,26.843616,80.945189,Hostel B,2024-04-13,,open,2,1
C2550,electricity,Issue related to hygiene reported near Hostel A,26.845376,80.941693,Canteen,2024-02-17,,resolved,7,0
C2551,hygiene,Issue related to road reported near Canteen,26.843973,80.942385,Hostel C,2024-04-04,2024-07-03,open,5,0
C2552,light,Issue related to road reported near Hostel A,26.844937,80.944492,Hostel A,2024-06-09,2024-04-11,resolved,1,0
C2553,light,Issue related to leakage reported near Hostel A,26.846128,80.950004,Hostel B,2024-04-28,,resolved,7,0
C2554,garbage,Issue related to garbage reported near Academic Block,26.851103,80.956809,Hostel A,2024-06-29,2024-06-27,resolved,7,1
C2555,light,Issue related to light reported near Library,26.85176,80.954026,Hostel C,2024-06-11,,open,6,1
C2556,garbage,Issue related to light reported near Hostel C,26.84853,80.955781,Canteen,2024-01-01,,open,4,0
C2557,road,Issue related to road reported near Hostel B,26.852308,80.94702,Hostel C,2024-06-09,2024-03-30,open,8,1
C2558,electricity,Issue related to leakage reported near Canteen,26.841631,80.948093,Library,2024-01-19,2024-06-30,resolved,2,1
C2559,garbage,Issue related to hygiene reported near Hostel C,26.841756,80.947874,Hostel B,2024-04-08,2024-07-07,resolved,2,1
C2560,hygiene,Issue related to light reported near Hostel A,26.843437,80.943837,Canteen,2024-06-25,,resolved,2,1
C2561,electricity,Issue related to road reported near Academic Block,26.850362,80.941224,Library,2024-03-26,,open,3,1
C2562,garbage,Issue related to light reported near Canteen,26.84428,80.951818,Hostel B,2024-05-15,2024-06-09,resolved,6,0
C2563,electricity,Issue related to hygiene reported near Hostel C,26.845666,80.959784,Hostel C,2024-01-09,2024-03-20,open,1,0
C2564,electricity,Issue related to light reported near Hostel A,26.848006,80.943337,Hostel C,2024-03-16,2024-06-26,open,2,1
C2565,electricity,Issue related to garbage reported near Canteen,26.856237,80.940934,Academic Block,2024-04-19,,open,2,1
C2566,road,Issue related to garbage reported near Hostel A,26.840277,80.955591,Academic Block,2024-03-10,,open,1,0
C2567,hygiene,Issue related to road reported near Canteen,26.852988,80.945052,Hostel C,2024-06-27,,open,3,0
C2568,leakage,Issue related to hygiene reported near Hostel B,26.853378,80.956593,Hostel C,2024-06-05,,open,7,1
C2569,leakage,Issue related to garbage reported near Library,26.855973,80.954079,Hostel A,2024-05-18,2024-02-07,open,1,1
C2570,garbage,Issue related to garbage reported near Canteen,26.858655,80.958913,Hostel A,2024-05-27,2024-06-20,open,7,1
C2571,electricity,Issue related to electricity reported near Hostel A,26.840403,80.948179,Library,2024-02-23,2024-03-27,resolved,5,0
C2572,garbage,Issue related to leakage reported near Canteen,26.843076,80.953239,Academic Block,2024-06-24,,open,9,1
C2573,road,Issue related to light reported near Academic Block,26.857723,80.949297,Academic Block,2024-01-21,2024-01-21,open,2,1
C2574,road,Issue related to leakage reported near Hostel C,26.84917,80.952612,Hostel C,2024-06-07,,resolved,1,1
C2575,light,Issue related to hygiene reported near Hostel A,26.851292,80.948992,Hostel C,2024-03-26,2024-01-04,resolved,9,1
C2576,road,Issue related to garbage reported near Hostel B,26.853261,80.943773,Library,2024-01-15,2024-05-02,resolved,8,1
C2577,light,Issue related to garbage reported near Hostel C,26.853581,80.950158,Canteen,2024-05-11,2024-05-06,resolved,6,1
C2578,hygiene,Issue related to leakage reported near Canteen,26.858635,80.950572,Canteen,2024-06-21,2024-05-01,open,5,1
C2579,garbage,Issue related to leakage reported near Academic Block,26.859939,80.956212,Canteen,2024-04-03,,resolved,8,1
C2580,hygiene,Issue related to electricity reported near Hostel A,26.854403,80.95471,Academic Block,2024-01-14,2024-05-26,resolved,8,0
C2581,road,Issue related to garbage reported near Hostel A,26.845744,80.953276,Hostel A,2024-01-29,2024-03-16,resolved,5,0
C2582,hygiene,Issue related to garbage reported near Hostel B,26.857595,80.942268,Canteen,2024-04-08,2024-05-15,resolved,7,0
C2583,hygiene,Issue related to electricity reported near Canteen,26.840984,80.954412,Hostel B,2024-04-03,2024-07-13,open,1,1
C2584,hygiene,Issue related to light reported near Hostel C,26.844622,80.950006,Library,2024-04-29,,resolved,4,0
C2585,road,Issue related to leakage reported near Academic Block,26.857948,80.957882,Canteen,2024-06-07,,resolved,2,0
C2586,electricity,Issue related to road reported near Hostel C,26.845124,80.958397,Hostel B,2024-01-11,,resolved,3,0
C2587,hygiene,Issue related to electricity reported near Hostel A,26.844413,80.941103,Canteen,2024-04-03,2024-04-26,resolved,1,0
C2588,light,Issue related to leakage reported near Hostel C,26.842763,80.956413,Hostel A,2024-04-03,2024-03-31,open,2,0
C2589,road,Issue related to light reported near Hostel A,26.857182,80.940754,Hostel A,2024-02-14,2024-03-07,resolved,1,1
C2590,hygiene,Issue related to hygiene reported near Academic Block,26.850001,80.947343,Canteen,2024-06-14,2024-03-06,resolved,8,0
C2591,electricity,Issue related to hygiene reported near Hostel C,26.853498,80.950846,Hostel B,2024-05-23,,resolved,4,1
C2592,road,Issue related to hygiene reported near Canteen,26.844781,80.942962,Library,2024-06-29,,open,3,1
C2593,leakage,Issue related to hygiene reported near Academic Block,26.855161,80.954926,Hostel B,2024-01-18,,resolved,1,0
C2594,electricity,Issue related to electricity reported near Hostel B,26.8552,80.940167,Library,2024-05-23,2024-05-13,resolved,2,1
C2595,light,Issue related to garbage reported near Hostel B,26.846252,80.943372,Canteen,2024-02-22,2024-06-02,open,3,0
C2596,hygiene,Issue related to electricity reported near Canteen,26.848214,80.951616,Library,2024-02-05,2024-03-11,resolved,3,1
C2597,leakage,Issue related to garbage reported near Hostel B,26.844194,80.954288,Hostel C,2024-03-26,2024-07-06,open,6,1
